flight_id,dept_aprt,dept_date_utc,dept_time_utc,arr_aprt,arr_date_utc,arr_time_utc,icao,acft_type,point_time,lat,lng,alt,ground,hash
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:45:25,41.06666,-81.05,360,421,2014040127816049,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:46:24,41.0,-81.18333,360,420,2014040127816050,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:47:25,40.93333,-81.28333,360,417,2014040127816051,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:48:24,40.86666,-81.41666,360,415,2014040127816052,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:49:22,40.8,-81.53333,360,414,2014040127816053,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:50:21,40.73333,-81.65,360,412,2014040127816054,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:51:36,40.66666,-81.8,360,411,2014040127816055,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:52:34,40.6,-81.93333,360,411,2014040127816056,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:53:33,40.51666,-82.05,360,411,2014040127816057,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:54:34,40.46666,-82.15,360,411,2014040127816058,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:55:32,40.38333,-82.28333,360,411,2014040127816059,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:56:32,40.31666,-82.41666,360,411,2014040127816060,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:57:30,40.26666,-82.51666,360,411,2014040127816061,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:58:28,40.18333,-82.65,354,411,2014040127816062,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,02:59:44,40.08333,-82.8,342,412,2014040127816063,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:00:42,40.01666,-82.91666,331,417,2014040127816064,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:01:43,39.96666,-83.01666,323,417,2014040127816065,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:02:42,39.88333,-83.13333,313,426,2014040127816066,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:03:40,39.81666,-83.26666,303,430,2014040127816067,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:04:39,39.73333,-83.4,300,432,2014040127816068,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:05:37,39.66666,-83.51666,300,424,2014040127816069,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:06:52,39.58333,-83.66666,300,421,2014040127816070,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:07:51,39.5,-83.78333,300,420,2014040127816071,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:09:09,39.43333,-83.9,295,420,2014040127816072,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:10:07,39.36666,-84.01666,267,405,2014040127816073,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:11:06,39.3,-84.13333,242,387,2014040127816074,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:12:04,39.23333,-84.23333,240,376,2014040127816075,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:13:03,39.16666,-84.33333,240,378,2014040127816076,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:14:01,39.08333,-84.45,240,379,2014040127816077,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:15:00,39.03333,-84.55,225,369,2014040127816078,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:15:40,38.98333,-84.61666,210,354,2014040127816079,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:17:17,38.9,-84.75,176,336,2014040127816080,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:18:15,38.83333,-84.85,151,330,2014040127816081,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:19:14,38.76666,-84.93333,127,321,2014040127816082,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:20:12,38.7,-85.0,104,318,2014040127816083,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:21:10,38.63333,-85.06666,101,277,2014040127816084,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:22:09,38.58333,-85.13333,101,270,2014040127816085,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:23:27,38.51666,-85.18333,101,255,2014040127816086,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:24:25,38.46666,-85.23333,93,222,2014040127816087,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:25:24,38.41666,-85.28333,81,216,2014040127816088,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:33:31,38.3,-85.66666,52,237,2014040127816001,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:34:24,38.36666,-85.68333,42,241,2014040127816002,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:35:28,38.4,-85.75,41,213,2014040127816003,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:36:27,38.36666,-85.76666,36,180,2014040127816004,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:38:43,38.28333,-85.76666,25,153,2014040127816006,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:39:42,38.25,-85.75,22,148,2014040127816007,
20140401278160,CYMX,20140401,01:44:00,SDF ,20140401,03:41:52,UPS473  ,A306  ,03:41:52,38.18333,-85.73333,7,117,2014040127816008,
20140401307160,CYHM,20140401,02:45:00,SDF ,20140401,03:56:00,UPS475  ,B752  ,03:47:43,38.53333,-85.61666,59,240,2014040130716069,
20140401307160,CYHM,20140401,02:45:00,SDF ,20140401,03:56:00,UPS475  ,B752  ,03:48:48,38.51666,-85.7,50,244,2014040130716070,
20140401307160,CYHM,20140401,02:45:00,SDF ,20140401,03:56:00,UPS475  ,B752  ,03:49:46,38.48333,-85.76666,51,237,2014040130716071,
20140401307160,CYHM,20140401,02:45:00,SDF ,20140401,03:56:00,UPS475  ,B752  ,03:50:45,38.43333,-85.81666,48,226,2014040130716072,
20140401296478,CYYZ,20140401,02:57:17,SDF ,20140401,04:24:00,UPS487  ,None,04:15:07,38.31666,-85.61666,60,210,2014040129647848,
20140401296478,CYYZ,20140401,02:57:17,SDF ,20140401,04:24:00,UPS487  ,None,04:16:06,38.35,-85.68333,60,231,2014040129647849,
20140401296478,CYYZ,20140401,02:57:17,SDF ,20140401,04:24:00,UPS487  ,None,04:16:58,38.41666,-85.7,51,228,2014040129647850,
20140401296478,CYYZ,20140401,02:57:17,SDF ,20140401,04:24:00,UPS487  ,None,04:18:03,38.43333,-85.76666,50,207,2014040129647851,
20140401314634,SDF ,20140401,08:45:00,FSD ,20140401,10:22:09,UPS492  ,B763  ,08:47:09,38.16666,-85.8,47,216,2014040131463411,
20140401314634,SDF ,20140401,08:45:00,FSD ,20140401,10:22:09,UPS492  ,B763  ,08:48:08,38.21666,-85.85,77,249,2014040131463412,
20140401314634,SDF ,20140401,08:45:00,FSD ,20140401,10:22:09,UPS492  ,B763  ,08:49:06,38.28333,-85.91666,103,267,2014040131463413,
20140401314634,SDF ,20140401,08:45:00,FSD ,20140401,10:22:09,UPS492  ,B763  ,08:50:05,38.33333,-85.98333,115,334,2014040131463414,
20140401314634,SDF ,20140401,08:45:00,FSD ,20140401,10:22:09,UPS492  ,B763  ,10:22:09,43.58333,-96.73333,18,115,2014040131463411,
20140401290672,CID ,20140401,03:44:00,SDF ,20140401,04:41:21,UPS503  ,A306  ,04:33:19,38.5,-86.0,45,285,2014040129067259,
20140401290672,CID ,20140401,03:44:00,SDF ,20140401,04:41:21,UPS503  ,A306  ,04:34:18,38.46666,-85.91666,34,273,2014040129067260,
20140401290672,CID ,20140401,03:44:00,SDF ,20140401,04:41:21,UPS503  ,A306  ,04:35:10,38.41666,-85.83333,30,247,2014040129067261,
20140401290672,CID ,20140401,03:44:00,SDF ,20140401,04:41:21,UPS503  ,A306  ,04:36:15,38.36666,-85.81666,30,237,2014040129067262,
20140401333347,SDF ,20140401,09:10:00,CID ,20140401,10:11:34,UPS504  ,A306  ,09:13:09,38.06666,-85.81666,83,252,2014040133334769,
20140401333347,SDF ,20140401,09:10:00,CID ,20140401,10:11:34,UPS504  ,A306  ,09:14:08,38.11666,-85.86666,108,295,2014040133334770,
20140401333347,SDF ,20140401,09:10:00,CID ,20140401,10:11:34,UPS504  ,A306  ,09:15:26,38.2,-85.95,121,369,2014040133334771,
20140401333347,SDF ,20140401,09:10:00,CID ,20140401,10:11:34,UPS504  ,A306  ,09:16:24,38.28333,-86.03333,148,385,2014040133334772,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,13:53:35,40.83333,-106.78333,350,540,2014040132166301,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,13:54:33,40.81666,-106.55,350,544,2014040132166302,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,13:56:50,40.78333,-106.15,350,555,2014040132166303,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,13:57:46,40.78333,-105.96666,350,555,2014040132166304,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,13:59:45,40.75,-105.51666,350,561,2014040132166306,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,14:00:44,40.73333,-105.3,350,561,2014040132166307,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,14:01:42,40.71666,-105.1,350,561,2014040132166308,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,14:03:58,40.68333,-104.7,350,555,2014040132166309,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:42:13,38.16666,-86.08333,68,315,2014040132166301,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:43:10,38.15,-85.98333,60,295,2014040132166302,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:44:08,38.15,-85.88333,60,282,2014040132166303,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:45:22,38.2,-85.86666,60,264,2014040132166304,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:47:14,38.33333,-85.9,31,231,2014040132166306,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:48:17,38.4,-85.91666,30,228,2014040132166307,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:49:16,38.45,-85.86666,30,234,2014040132166308,
20140401321663,SLC ,20140401,13:18:00,SDF ,20140401,15:54:26,UPS5511 ,B752  ,15:50:39,38.4,-85.81666,30,234,2014040132166309,
20140401296938,MSP ,20140401,03:03:00,SDF ,20140401,04:25:00,UPS559  ,MD11  ,04:18:03,38.45,-85.93333,33,252,2014040129693837,
20140401296938,MSP ,20140401,03:03:00,SDF ,20140401,04:25:00,UPS559  ,MD11  ,04:19:01,38.41666,-85.88333,30,228,2014040129693838,
20140401296938,MSP ,20140401,03:03:00,SDF ,20140401,04:25:00,UPS559  ,MD11  ,04:20:00,38.38333,-85.83333,30,204,2014040129693839,
20140401296938,MSP ,20140401,03:03:00,SDF ,20140401,04:25:00,UPS559  ,MD11  ,04:20:58,38.35,-85.8,30,193,2014040129693840,
20140401296938,MSP ,20140401,03:03:00,SDF ,20140401,04:25:00,UPS559  ,MD11  ,04:21:57,38.3,-85.78333,29,171,2014040129693841,
20140401288202,ORD ,20140401,03:16:00,SDF ,20140401,04:03:00,UPS601  ,MD11  ,03:55:37,38.43333,-85.91666,50,228,2014040128820248,
20140401288202,ORD ,20140401,03:16:00,SDF ,20140401,04:03:00,UPS601  ,MD11  ,03:56:36,38.4,-85.85,43,234,2014040128820249,
20140401288202,ORD ,20140401,03:16:00,SDF ,20140401,04:03:00,UPS601  ,MD11  ,03:57:34,38.35,-85.8,39,220,2014040128820250,
20140401288202,ORD ,20140401,03:16:00,SDF ,20140401,04:03:00,UPS601  ,MD11  ,03:58:33,38.3,-85.78333,29,189,2014040128820251,
20140401305386,ORD ,20140401,04:27:00,SDF ,20140401,05:18:00,UPS605  ,A306  ,05:09:24,38.43333,-85.91666,40,192,2014040130538643,
20140401305386,ORD ,20140401,04:27:00,SDF ,20140401,05:18:00,UPS605  ,A306  ,05:10:16,38.41666,-85.86666,36,180,2014040130538644,
20140401305386,ORD ,20140401,04:27:00,SDF ,20140401,05:18:00,UPS605  ,A306  ,05:11:40,38.38333,-85.81666,30,178,2014040130538645,
20140401305386,ORD ,20140401,04:27:00,SDF ,20140401,05:18:00,UPS605  ,A306  ,05:12:33,38.33333,-85.8,31,156,2014040130538646,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,08:45:12,38.16666,-85.83333,53,240,2014040134802959,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,08:46:11,38.21666,-85.88333,84,258,2014040134802960,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,08:47:09,38.28333,-85.95,109,279,2014040134802961,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,08:48:08,38.35,-86.03333,120,357,2014040134802962,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,10:24:45,46.91666,-98.66666,380,474,2014040134802959,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,10:25:43,47.0,-98.81666,380,474,2014040134802960,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,10:26:42,47.08333,-98.96666,380,474,2014040134802961,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,10:27:40,47.15,-99.11666,380,474,2014040134802962,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,12:00:14,54.48333,-114.6,380,459,2014040134802959,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,12:01:14,54.55,-114.8,380,459,2014040134802960,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,12:02:14,54.61666,-114.96666,380,459,2014040134802961,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,12:03:14,54.68333,-115.15,380,450,2014040134802962,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,14:15:44,60.56666,-144.73333,380,469,2014040134802959,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,14:16:43,60.58333,-145.0,380,469,2014040134802960,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,14:18:00,60.6,-145.25,380,459,2014040134802961,
20140401348029,SDF ,20140401,08:43:00,ANC ,20140401,14:45:19,UPS62   ,B744  ,14:18:58,60.61666,-145.51666,380,469,2014040134802962,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,00:06:54,59.33333,-142.63333,310,519,2014040135593206,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,00:07:53,59.28333,-142.38333,310,519,2014040135593207,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,00:08:51,59.21666,-142.11666,310,510,2014040135593208,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,00:09:50,59.15,-141.86666,310,519,2014040135593209,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,01:44:59,54.75,-118.88333,350,489,2014040135593206,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,01:45:59,54.68333,-118.68333,350,489,2014040135593207,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,01:46:59,54.61666,-118.48333,350,489,2014040135593208,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,01:47:59,54.56666,-118.25,350,489,2014040135593209,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,03:20:22,46.81666,-102.68333,350,514,2014040135593206,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,03:21:21,46.71666,-102.46666,350,517,2014040135593207,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,03:22:19,46.63333,-102.3,350,519,2014040135593208,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,03:23:18,46.55,-102.13333,350,522,2014040135593209,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,05:02:49,38.33333,-86.0,63,255,2014040135593206,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,05:03:51,38.26666,-85.95,60,258,2014040135593207,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,05:04:56,38.21666,-85.9,60,256,2014040135593208,
20140401355932,ANC ,20140401,23:30:51,SDF ,20140402,05:12:49,UPS63   ,B744  ,05:05:38,38.16666,-85.85,55,258,2014040135593209,
20140401310050,STL ,20140401,03:46:00,SDF ,20140401,04:27:21,UPS635  ,MD11  ,04:20:00,38.41666,-85.96666,45,300,2014040131005048,
20140401310050,STL ,20140401,03:46:00,SDF ,20140401,04:27:21,UPS635  ,MD11  ,04:20:58,38.41666,-85.88333,32,282,2014040131005049,
20140401310050,STL ,20140401,03:46:00,SDF ,20140401,04:27:21,UPS635  ,MD11  ,04:21:57,38.4,-85.81666,30,229,2014040131005050,
20140401310050,STL ,20140401,03:46:00,SDF ,20140401,04:27:21,UPS635  ,MD11  ,04:22:49,38.35,-85.8,30,150,2014040131005051,
20140401305729,MCI ,20140401,03:12:00,SDF ,20140401,04:15:00,UPS661  ,MD11  ,04:05:36,38.16666,-86.1,79,303,2014040130572985,
20140401305729,MCI ,20140401,03:12:00,SDF ,20140401,04:15:00,UPS661  ,MD11  ,04:06:40,38.15,-86.01666,71,303,2014040130572986,
20140401305729,MCI ,20140401,03:12:00,SDF ,20140401,04:15:00,UPS661  ,MD11  ,04:07:39,38.2,-85.93333,56,300,2014040130572987,
20140401305729,MCI ,20140401,03:12:00,SDF ,20140401,04:15:00,UPS661  ,MD11  ,04:08:37,38.28333,-85.9,39,292,2014040130572988,
20140401309674,SGF ,20140401,03:45:00,SDF ,20140401,04:39:04,UPS671  ,A306  ,04:30:43,38.38333,-86.11666,50,312,2014040130967437,
20140401309674,SGF ,20140401,03:45:00,SDF ,20140401,04:39:04,UPS671  ,A306  ,04:31:42,38.38333,-86.01666,37,301,2014040130967438,
20140401309674,SGF ,20140401,03:45:00,SDF ,20140401,04:39:04,UPS671  ,A306  ,04:32:40,38.4,-85.91666,31,283,2014040130967439,
20140401309674,SGF ,20140401,03:45:00,SDF ,20140401,04:39:04,UPS671  ,A306  ,04:33:39,38.38333,-85.85,30,241,2014040130967440,
20140401309674,SGF ,20140401,03:45:00,SDF ,20140401,04:39:04,UPS671  ,A306  ,04:34:37,38.35,-85.8,30,211,2014040130967441,
20140401325015,SDF ,20140401,09:13:00,OMA ,20140401,10:40:40,UPS684  ,A306  ,09:15:48,38.06666,-85.8,84,234,2014040132501527,
20140401325015,SDF ,20140401,09:13:00,OMA ,20140401,10:40:40,UPS684  ,A306  ,09:16:52,38.11666,-85.86666,100,253,2014040132501528,
20140401325015,SDF ,20140401,09:13:00,OMA ,20140401,10:40:40,UPS684  ,A306  ,09:17:52,38.2,-85.93333,121,318,2014040132501529,
20140401325015,SDF ,20140401,09:13:00,OMA ,20140401,10:40:40,UPS684  ,A306  ,09:18:56,38.28333,-86.01666,140,357,2014040132501530,
20140401306875,MSY ,20140401,02:07:00,SDF ,20140401,03:37:39,UPS701  ,B752  ,03:30:16,38.28333,-85.86666,41,238,2014040130687501,
20140401306875,MSY ,20140401,02:07:00,SDF ,20140401,03:37:39,UPS701  ,B752  ,03:31:34,38.35,-85.88333,32,241,2014040130687502,
20140401306875,MSY ,20140401,02:07:00,SDF ,20140401,03:37:39,UPS701  ,B752  ,03:32:33,38.36666,-85.83333,31,231,2014040130687503,
20140401306875,MSY ,20140401,02:07:00,SDF ,20140401,03:37:39,UPS701  ,B752  ,03:33:31,38.33333,-85.8,31,192,2014040130687504,
20140401304387,LFT ,20140401,03:02:00,SDF ,20140401,04:32:00,UPS705  ,B752  ,04:24:52,38.31666,-85.91666,34,222,2014040130438780,
20140401304387,LFT ,20140401,03:02:00,SDF ,20140401,04:32:00,UPS705  ,B752  ,04:25:51,38.36666,-85.9,30,231,2014040130438781,
20140401304387,LFT ,20140401,03:02:00,SDF ,20140401,04:32:00,UPS705  ,B752  ,04:27:09,38.35,-85.81666,30,211,2014040130438782,
20140401304387,LFT ,20140401,03:02:00,SDF ,20140401,04:32:00,UPS705  ,B752  ,04:28:07,38.31666,-85.8,30,181,2014040130438783,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:50:33,38.18333,-85.85,51,268,2014040130788064,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:51:31,38.25,-85.88333,40,273,2014040130788065,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:52:30,38.31666,-85.9,40,267,2014040130788066,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:53:48,38.38333,-85.91666,35,250,2014040130788067,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:55:45,38.36666,-85.81666,30,199,2014040130788069,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:56:43,38.31666,-85.78333,30,183,2014040130788070,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:57:42,38.28333,-85.78333,23,175,2014040130788071,
20140401307880,MEM ,20140401,04:02:00,SDF ,20140401,05:00:34,UPS711  ,A306  ,04:58:40,38.23333,-85.76666,21,174,2014040130788072,
20140401305393,LIT ,20140401,03:47:00,SDF ,20140401,04:52:24,UPS733  ,B752  ,04:44:03,38.23333,-85.88333,42,246,2014040130539380,
20140401305393,LIT ,20140401,03:47:00,SDF ,20140401,04:52:24,UPS733  ,B752  ,04:45:01,38.3,-85.88333,30,250,2014040130539381,
20140401305393,LIT ,20140401,03:47:00,SDF ,20140401,04:52:24,UPS733  ,B752  ,04:46:19,38.36666,-85.88333,30,243,2014040130539382,
20140401305393,LIT ,20140401,03:47:00,SDF ,20140401,04:52:24,UPS733  ,B752  ,04:47:18,38.36666,-85.81666,30,205,2014040130539383,
20140401296796,TUL ,20140401,03:00:00,SDF ,20140401,04:11:10,UPS741  ,A306  ,04:04:57,38.36666,-85.86666,45,220,2014040129679669,
20140401296796,TUL ,20140401,03:00:00,SDF ,20140401,04:11:10,UPS741  ,A306  ,04:06:01,38.35,-85.81666,39,213,2014040129679670,
20140401296796,TUL ,20140401,03:00:00,SDF ,20140401,04:11:10,UPS741  ,A306  ,04:07:00,38.31666,-85.8,30,181,2014040129679671,
20140401296796,TUL ,20140401,03:00:00,SDF ,20140401,04:11:10,UPS741  ,A306  ,04:07:52,38.28333,-85.78333,24,124,2014040129679672,
20140401288670,DFW ,20140401,02:50:00,SDF ,20140401,04:16:06,UPS751  ,MD11  ,04:12:12,38.3,-85.91666,39,286,2014040128867048,
20140401288670,DFW ,20140401,02:50:00,SDF ,20140401,04:16:06,UPS751  ,MD11  ,04:13:10,38.35,-85.85,30,264,2014040128867049,
20140401288670,DFW ,20140401,02:50:00,SDF ,20140401,04:16:06,UPS751  ,MD11  ,04:14:09,38.31666,-85.8,30,222,2014040128867050,
20140401288670,DFW ,20140401,02:50:00,SDF ,20140401,04:16:06,UPS751  ,MD11  ,04:15:07,38.28333,-85.78333,24,183,2014040128867051,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:25:31,38.2,-85.86666,50,234,2014040129693259,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:26:30,38.26666,-85.88333,50,226,2014040129693260,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:27:22,38.31666,-85.9,43,223,2014040129693261,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:28:27,38.38333,-85.91666,35,222,2014040129693262,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:30:24,38.4,-85.81666,30,183,2014040129693264,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:31:22,38.35,-85.8,30,172,2014040129693265,
20140401296932,DFW ,20140401,03:02:00,SDF ,20140401,04:34:32,UPS765  ,MD11  ,04:32:15,38.31666,-85.78333,30,153,2014040129693266,
